date,open,high,low,close,volume,change,percent_change,vwap,ticker
2022-04-21,412.38,413.68,401.8,402.65,4670153,-9.73,-2.36,407.6275,VOO
2022-04-20,410.82,411.39,407.67,408.71,5067144,-2.11,-0.5136,409.6475,VOO
2022-04-19,402.58,409.77,402.36,409.02,3841510,6.44,1.6,405.9325,VOO
2022-04-18,401.55,404.22,400.44,402.59,4305868,1.04,0.259,402.2,VOO
2022-04-14,407.72,408.78,402.34,402.52,3735679,-5.2,-1.28,405.34,VOO
2022-04-13,402.57,408.2,402.48,407.47,4358710,4.9,1.22,405.18,VOO
2022-04-12,407.33,409.71,401.37,402.92,6615813,-4.41,-1.08,405.3325,VOO
2022-04-11,408.5,409.06,403.93,404.4,3342784,-4.1,-1.0,406.4725,VOO
2022-04-08,411.85,414.22,409.98,411.53,4752812,-0.32,-0.0777,411.895,VOO
2022-04-07,409.6,414.3,407.74,412.53,4954053,2.93,0.7153,411.0425,VOO
2022-04-06,410.76,412.66,407.64,410.46,5540716,-0.3,-0.073,410.38,VOO
2022-04-05,418.56,420.82,413.5,414.66,4112033,-3.9,-0.9318,416.885,VOO
2022-04-04,416.45,419.96,415.72,419.85,5117208,3.4,0.8164,417.995,VOO
2022-04-01,416.68,416.82,412.87,416.32,4663067,-0.36,-0.0864,415.6725,VOO
2022-03-31,420.97,421.67,415.05,415.17,5876639,-5.8,-1.38,418.215,VOO
2022-03-30,423.26,424.01,419.59,421.65,4794334,-1.61,-0.3804,422.1275,VOO
2022-03-29,422.96,424.72,420.25,424.29,5510554,1.33,0.3144,423.055,VOO
2022-03-28,415.5,419.05,413.69,418.99,3395334,3.49,0.84,416.8075,VOO
2022-03-25,414.79,416.36,412.21,416.12,3643255,1.33,0.3206,414.87,VOO
2022-03-24,409.89,414.1,408.81,414.02,2977317,4.13,1.01,411.705,VOO
2022-03-23,412.16,413.62,409.29,409.33,3742563,-2.83,-0.6866,411.1,VOO
2022-03-22,411.2,415.52,411.2,414.67,4231715,3.47,0.8439,413.1475,VOO
2022-03-21,409.84,411.75,406.43,409.91,4159492,0.07,0.0171,409.4825,VOO
2022-03-18,403.98,410.28,403.24,409.89,5874983,5.91,1.46,406.8475,VOO
2022-03-17,398.64,405.56,398.3,405.41,5177527,6.77,1.7,401.9775,VOO
2022-03-16,395.5,400.55,390.55,400.51,7407331,5.01,1.27,396.7775,VOO
2022-03-15,385.86,392.37,384.63,391.75,5739361,5.89,1.53,388.6525,VOO
2022-03-14,387.07,390.27,382.25,383.34,6454976,-3.73,-0.9636,385.7325,VOO
2022-03-11,393.62,394.19,385.68,386.16,5872799,-7.46,-1.9,389.9125,VOO
2022-03-10,388.44,392.01,386.53,391.15,6394788,2.71,0.6977,389.5325,VOO
2022-03-09,390.88,394.85,388.72,392.9,5812598,2.02,0.5168,391.8375,VOO
2022-03-08,385.76,392.74,381.64,382.7,9356075,-3.06,-0.7932,385.71,VOO
2022-03-07,396.73,397.0,385.56,385.61,8411483,-11.12,-2.8,391.225,VOO
2022-03-04,396.93,398.43,393.37,397.34,6322478,0.41,0.1033,396.5175,VOO
2022-03-03,405.02,405.54,398.88,400.58,8745268,-4.44,-1.1,402.505,VOO
2022-03-02,397.72,404.1,396.78,402.6,8185168,4.88,1.23,400.3,VOO
